CD_UF;municipio_geocodigo;class_cluster_2010_2019;class_cluster_2020_2022;transition
27;2702553;Episódico;Episódico;Se manteve
27;2702603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2702702;Episódico;Episódico/Epidêmico;Piorou
27;2702801;Episódico/Epidêmico;Episódico;Melhorou
27;2702900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2703007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2703106;Episódico/Epidêmico;Episódico;Melhorou
27;2703205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2703304;Episódico/Epidêmico;Episódico;Melhorou
27;2703403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2703502;Episódico;Episódico;Se manteve
27;2703601;Episódico;Episódico/Epidêmico;Piorou
27;2703700;Episódico;Episódico;Se manteve
27;2703759;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2703809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2703908;Episódico;Episódico;Se manteve
27;2704005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2704104;Episódico/Epidêmico;Episódico;Melhorou
27;2704203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2704302;Epidêmico;Transmissão Persistente;Piorou
27;2704401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2704500;Epidêmico;Episódico/Epidêmico;Melhorou
27;2704609;Episódico/Epidêmico;Episódico;Melhorou
27;2704708;Epidêmico;Epidêmico;Se manteve
27;2704807;Episódico/Epidêmico;Episódico;Melhorou
27;2704906;Episódico;Episódico;Se manteve
27;2705002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2705101;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2705200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2705309;Episódico;Episódico;Se manteve
27;2705408;Episódico/Epidêmico;Episódico;Melhorou
27;2705507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2705606;Episódico;Episódico;Se manteve
27;2705705;Episódico/Epidêmico;Episódico;Melhorou
27;2705804;Episódico;Episódico;Se manteve
27;2705903;Episódico;Episódico;Se manteve
27;2706000;Episódico/Epidêmico;Episódico;Melhorou
27;2706109;Episódico;Episódico/Epidêmico;Piorou
27;2706208;Episódico;Episódico;Se manteve
27;2706307;Epidêmico;Episódico/Epidêmico;Melhorou
27;2706406;Episódico/Epidêmico;Episódico;Melhorou
27;2706422;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2706448;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2706505;Episódico;Episódico;Se manteve
27;2706604;Episódico;Episódico;Se manteve
27;2706703;Epidêmico;Episódico/Epidêmico;Melhorou
27;2706802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2706901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2707008;Episódico;Episódico;Se manteve
27;2707107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2707206;Episódico/Epidêmico;Episódico;Melhorou
27;2707305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2707404;Episódico;Episódico;Se manteve
27;2707503;Episódico;Episódico;Se manteve
27;2707602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2707701;Epidêmico;Episódico/Epidêmico;Melhorou
27;2707800;Episódico;Episódico;Se manteve
27;2707909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2708006;Epidêmico;Episódico/Epidêmico;Melhorou
27;2708105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2708204;Episódico;Sem transmissão;Melhorou
27;2708303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2708402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2708501;Episódico/Epidêmico;Episódico;Melhorou
27;2708600;Episódico/Epidêmico;Epidêmico;Piorou
27;2708709;Episódico;Episódico;Se manteve
27;2708808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2708907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2708956;Episódico/Epidêmico;Episódico;Melhorou
27;2709004;Episódico;Sem transmissão;Melhorou
27;2709103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2709152;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2709202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2709301;Epidêmico;Epidêmico;Se manteve
27;2709400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2800100;Sem transmissão;Sem transmissão;Se manteve
28;2800209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2800308;Epidêmico;Epidêmico;Se manteve
28;2800407;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2800506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2800605;Epidêmico;Episódico/Epidêmico;Melhorou
28;2800670;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2800704;Episódico;Episódico;Se manteve
28;2801009;Episódico;Episódico/Epidêmico;Piorou
28;2801108;Episódico;Episódico;Se manteve
28;2801207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2801306;Episódico;Episódico/Epidêmico;Piorou
28;2801405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2801504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2801603;Episódico;Episódico/Epidêmico;Piorou
28;2801702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2801900;Episódico;Episódico/Epidêmico;Piorou
28;2802007;Episódico;Episódico;Se manteve
28;2802106;Epidêmico;Epidêmico;Se manteve
28;2802205;Episódico;Sem transmissão;Melhorou
28;2802304;Episódico;Episódico/Epidêmico;Piorou
28;2802403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2802502;Episódico;Episódico/Epidêmico;Piorou
28;2802601;Episódico;Episódico;Se manteve
28;2802700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2802809;Episódico;Episódico/Epidêmico;Piorou
28;2802908;Episódico/Epidêmico;Epidêmico;Piorou
28;2803005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2803104;Episódico;Sem transmissão;Melhorou
28;2803203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2803302;Episódico;Episódico;Se manteve
28;2803401;Episódico;Episódico/Epidêmico;Piorou
28;2803500;Episódico/Epidêmico;Epidêmico;Piorou
28;2803609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2803708;Episódico;Episódico;Se manteve
28;2803807;Episódico;Episódico/Epidêmico;Piorou
28;2803906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2804003;Episódico;Episódico;Se manteve
28;2804102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2804201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2804300;Episódico/Epidêmico;Episódico;Melhorou
28;2804409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2804458;Episódico;Episódico;Se manteve
28;2804508;Episódico/Epidêmico;Epidêmico;Piorou
28;2804607;Episódico;Episódico/Epidêmico;Piorou
28;2804706;Episódico;Episódico;Se manteve
28;2804805;Episódico/Epidêmico;Epidêmico;Piorou
28;2804904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2805000;Episódico;Episódico;Se manteve
28;2805109;Episódico;Sem transmissão;Melhorou
28;2805208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2805307;Episódico;Episódico/Epidêmico;Piorou
28;2805406;Episódico;Episódico;Se manteve
28;2805505;Episódico;Episódico;Se manteve
28;2805604;Episódico;Episódico/Epidêmico;Piorou
28;2805703;Episódico/Epidêmico;Epidêmico;Piorou
28;2805802;Episódico;Episódico/Epidêmico;Piorou
28;2805901;Episódico;Episódico;Se manteve
28;2806008;Episódico;Episódico/Epidêmico;Piorou
28;2806107;Episódico;Episódico/Epidêmico;Piorou
28;2806206;Episódico;Episódico/Epidêmico;Piorou
28;2806305;Episódico;Episódico;Se manteve
28;2806404;Episódico;Episódico;Se manteve
28;2806503;Episódico;Episódico;Se manteve
28;2806602;Episódico;Episódico/Epidêmico;Piorou
28;2806701;Episódico/Epidêmico;Epidêmico;Piorou
28;2806800;Episódico;Episódico;Se manteve
28;2806909;Episódico;Episódico;Se manteve
28;2807006;Episódico;Episódico;Se manteve
28;2807105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2807204;Episódico;Episódico/Epidêmico;Piorou
28;2807303;Episódico;Episódico;Se manteve
28;2807402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
28;2807501;Episódico;Episódico/Epidêmico;Piorou
28;2807600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2900108;Episódico;Episódico;Se manteve
29;2900207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2900306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2900355;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2900405;Episódico/Epidêmico;Episódico;Melhorou
29;2900504;Episódico;Episódico/Epidêmico;Piorou
29;2900603;Episódico;Episódico/Epidêmico;Piorou
29;2900702;Episódico/Epidêmico;Epidêmico;Piorou
29;2900801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2900900;Episódico;Episódico;Se manteve
29;2901007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2901106;Episódico/Epidêmico;Episódico;Melhorou
29;2901155;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2901205;Episódico;Episódico/Epidêmico;Piorou
29;2901304;Episódico/Epidêmico;Episódico;Melhorou
29;2901353;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2901403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2901502;Episódico/Epidêmico;Episódico;Melhorou
29;2901601;Episódico/Epidêmico;Episódico;Melhorou
29;2901700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2901809;Episódico/Epidêmico;Episódico;Melhorou
29;2901908;Episódico;Episódico;Se manteve
29;2901957;Episódico/Epidêmico;Episódico;Melhorou
29;2902005;Episódico/Epidêmico;Episódico;Melhorou
29;2902054;Episódico;Episódico;Se manteve
29;2902104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2902203;Episódico;Episódico;Se manteve
29;2902252;Episódico;Sem transmissão;Melhorou
29;2902302;Episódico;Episódico;Se manteve
29;2902401;Episódico;Episódico/Epidêmico;Piorou
29;2902500;Episódico;Episódico;Se manteve
29;2902609;Episódico/Epidêmico;Episódico;Melhorou
29;2902658;Episódico/Epidêmico;Episódico;Melhorou
29;2902708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2902807;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2902906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2903003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2903102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2903201;Epidêmico;Epidêmico;Se manteve
29;2903235;Episódico;Episódico/Epidêmico;Piorou
29;2903276;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2903300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2903409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2903508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2903607;Episódico/Epidêmico;Episódico;Melhorou
29;2903706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2903805;Episódico/Epidêmico;Sem transmissão;Melhorou
29;2903904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2903953;Episódico;Episódico/Epidêmico;Piorou
29;2904001;Episódico;Episódico/Epidêmico;Piorou
29;2904050;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2904100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2904209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2904308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2904407;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2904506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2904605;Epidêmico;Epidêmico;Se manteve
29;2904704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2904753;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2904803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2904852;Episódico/Epidêmico;Episódico;Melhorou
29;2904902;Episódico/Epidêmico;Episódico;Melhorou
29;2905008;Episódico/Epidêmico;Episódico;Melhorou
29;2905107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2905156;Episódico;Episódico/Epidêmico;Piorou
29;2905206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2905305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2905404;Episódico;Episódico;Se manteve
29;2905503;Episódico/Epidêmico;Episódico;Melhorou
29;2905602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2905701;Epidêmico;Epidêmico;Se manteve
29;2905800;Episódico;Episódico/Epidêmico;Piorou
29;2905909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2906006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2906105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2906204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2906303;Episódico/Epidêmico;Episódico;Melhorou
29;2906402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2906501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2906600;Episódico;Episódico/Epidêmico;Piorou
29;2906709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2906808;Episódico/Epidêmico;Episódico;Melhorou
29;2906824;Episódico/Epidêmico;Episódico;Melhorou
29;2906857;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2906873;Episódico/Epidêmico;Episódico;Melhorou
29;2906899;Episódico;Episódico/Epidêmico;Piorou
29;2906907;Episódico/Epidêmico;Episódico;Melhorou
29;2907004;Episódico/Epidêmico;Episódico;Melhorou
29;2907103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2907202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2907301;Episódico/Epidêmico;Episódico;Melhorou
29;2907400;Episódico;Episódico;Se manteve
29;2907509;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2907558;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2907608;Episódico/Epidêmico;Episódico;Melhorou
29;2907707;Episódico/Epidêmico;Episódico;Melhorou
29;2907806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2907905;Episódico;Sem transmissão;Melhorou
29;2908002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2908101;Episódico;Episódico/Epidêmico;Piorou
29;2908200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2908309;Episódico;Episódico/Epidêmico;Piorou
29;2908408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2908507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2908606;Episódico/Epidêmico;Episódico;Melhorou
29;2908705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2908804;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2908903;Episódico/Epidêmico;Episódico;Melhorou
29;2909000;Episódico;Episódico;Se manteve
29;2909109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2909208;Episódico/Epidêmico;Episódico;Melhorou
29;2909307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2909406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2909505;Episódico;Sem transmissão;Melhorou
29;2909604;Episódico;Episódico;Se manteve
29;2909703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2909802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2909901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2910008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2910057;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2910107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2910206;Episódico/Epidêmico;Sem transmissão;Melhorou
29;2910305;Episódico;Episódico;Se manteve
29;2910404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2910503;Episódico/Epidêmico;Episódico;Melhorou
29;2910602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2910701;Episódico/Epidêmico;Episódico;Melhorou
29;2910727;Epidêmico;Epidêmico;Se manteve
29;2910750;Episódico/Epidêmico;Episódico;Melhorou
29;2910776;Episódico/Epidêmico;Episódico;Melhorou
29;2910800;Epidêmico;Epidêmico;Se manteve
29;2910859;Episódico/Epidêmico;Episódico;Melhorou
29;2910909;Episódico;Episódico;Se manteve
29;2911006;Episódico/Epidêmico;Episódico;Melhorou
29;2911105;Episódico;Episódico/Epidêmico;Piorou
29;2911204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2911253;Episódico/Epidêmico;Episódico;Melhorou
29;2911303;Episódico;Episódico/Epidêmico;Piorou
29;2911402;Episódico/Epidêmico;Episódico;Melhorou
29;2911501;Episódico;Episódico;Se manteve
29;2911600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2911659;Episódico;Episódico/Epidêmico;Piorou
29;2911709;Episódico/Epidêmico;Epidêmico;Piorou
29;2911808;Episódico/Epidêmico;Episódico;Melhorou
29;2911857;Episódico;Episódico;Se manteve
29;2911907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2912004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2912103;Epidêmico;Episódico/Epidêmico;Melhorou
29;2912202;Episódico;Episódico/Epidêmico;Piorou
29;2912301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2912400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2912509;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2912608;Episódico/Epidêmico;Episódico;Melhorou
29;2912707;Episódico;Episódico/Epidêmico;Piorou
29;2912806;Episódico/Epidêmico;Episódico;Melhorou
29;2912905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2913002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2913101;Episódico;Episódico/Epidêmico;Piorou
29;2913200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2913309;Episódico/Epidêmico;Episódico;Melhorou
29;2913408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2913457;Episódico/Epidêmico;Episódico;Melhorou
29;2913507;Episódico;Episódico/Epidêmico;Piorou
29;2913606;Epidêmico;Epidêmico;Se manteve
29;2913705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2913804;Episódico/Epidêmico;Episódico;Melhorou
29;2913903;Epidêmico;Epidêmico;Se manteve
29;2914000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2914109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2914208;Episódico;Sem transmissão;Melhorou
29;2914307;Episódico;Episódico;Se manteve
29;2914406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2914505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2914604;Episódico/Epidêmico;Epidêmico;Piorou
29;2914653;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2914703;Epidêmico;Epidêmico;Se manteve
29;2914802;Epidêmico;Epidêmico;Se manteve
29;2914901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2915007;Episódico/Epidêmico;Episódico;Melhorou
29;2915106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2915205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2915304;Episódico;Episódico;Se manteve
29;2915353;Episódico;Episódico/Epidêmico;Piorou
29;2915403;Episódico;Episódico;Se manteve
29;2915502;Episódico/Epidêmico;Epidêmico;Piorou
29;2915601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2915700;Episódico;Episódico/Epidêmico;Piorou
29;2915809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2915908;Episódico;Episódico/Epidêmico;Piorou
29;2916005;Episódico/Epidêmico;Episódico;Melhorou
29;2916104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2916203;Episódico;Episódico/Epidêmico;Piorou
29;2916302;Episódico/Epidêmico;Episódico;Melhorou
29;2916401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
29;2916500;Episódico;Episódico/Epidêmico;Piorou
