muni_code;dengue_pattern_2010_2016;dengue_pattern_2017_2022;transition
2902807;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2902906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2903003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2903102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2903201;Epidêmico;Epidêmico;Se manteve
2903235;Episódico;Episódico/Epidêmico;Piorou
2903276;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2903300;Episódico/Epidêmico;Episódico;Melhorou
2903409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2903508;Episódico/Epidêmico;Episódico;Melhorou
2903607;Episódico/Epidêmico;Episódico;Melhorou
2903706;Episódico/Epidêmico;Episódico;Melhorou
2903805;Episódico/Epidêmico;Episódico;Melhorou
2903904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2903953;Episódico;Episódico/Epidêmico;Piorou
2904001;Episódico;Episódico;Se manteve
2904050;Episódico/Epidêmico;Episódico;Melhorou
2904100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2904209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2904308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2904407;Episódico;Episódico/Epidêmico;Piorou
2904506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2904605;Epidêmico;Epidêmico;Se manteve
2904704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2904753;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2904803;Episódico/Epidêmico;Episódico;Melhorou
2904852;Episódico/Epidêmico;Episódico;Melhorou
2904902;Episódico/Epidêmico;Episódico;Melhorou
2905008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2905107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2905156;Episódico;Episódico/Epidêmico;Piorou
2905206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2905305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2905404;Episódico/Epidêmico;Episódico;Melhorou
2905503;Episódico/Epidêmico;Episódico;Melhorou
2905602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2905701;Epidêmico;Epidêmico;Se manteve
2905800;Episódico;Episódico/Epidêmico;Piorou
2905909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2906006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2906105;Episódico;Episódico/Epidêmico;Piorou
2906204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2906303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2906402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2906501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2906600;Episódico;Episódico/Epidêmico;Piorou
2906709;Epidêmico;Episódico/Epidêmico;Melhorou
2906808;Episódico/Epidêmico;Episódico;Melhorou
2906824;Episódico/Epidêmico;Episódico;Melhorou
2906857;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2906873;Episódico/Epidêmico;Episódico;Melhorou
2906899;Episódico;Episódico;Se manteve
2906907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2907004;Episódico/Epidêmico;Episódico;Melhorou
2907103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2907202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2907301;Episódico/Epidêmico;Episódico;Melhorou
2907400;Episódico;Episódico;Se manteve
2907509;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2907558;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2907608;Episódico;Episódico/Epidêmico;Piorou
2907707;Episódico/Epidêmico;Episódico;Melhorou
2907806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2907905;Episódico;Episódico;Se manteve
2908002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2908101;Episódico;Episódico;Se manteve
2908200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2908309;Episódico;Episódico/Epidêmico;Piorou
2908408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2908507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2908606;Episódico/Epidêmico;Episódico;Melhorou
2908705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2908804;Episódico;Episódico/Epidêmico;Piorou
2908903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2909000;Episódico;Episódico;Se manteve
2909109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2909208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2909307;Episódico/Epidêmico;Epidêmico;Piorou
2909406;Episódico;Episódico/Epidêmico;Piorou
2909505;Episódico;Episódico;Se manteve
2909604;Episódico;Episódico;Se manteve
2909703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2909802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2909901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2910008;Episódico/Epidêmico;Episódico;Melhorou
2910057;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2910107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2910206;Episódico/Epidêmico;Episódico;Melhorou
2910305;Episódico;Episódico;Se manteve
2910404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2910503;Episódico/Epidêmico;Episódico;Melhorou
2910602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2910701;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2910727;Epidêmico;Epidêmico;Se manteve
2910750;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2910776;Episódico/Epidêmico;Episódico;Melhorou
2910800;Epidêmico;Epidêmico;Se manteve
2910859;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2910909;Episódico;Episódico;Se manteve
2911006;Episódico/Epidêmico;Episódico;Melhorou
2911105;Episódico;Episódico;Se manteve
2911204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2911253;Episódico/Epidêmico;Episódico;Melhorou
2911303;Episódico;Episódico/Epidêmico;Piorou
2911402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2911501;Episódico;Episódico;Se manteve
2911600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2911659;Episódico;Episódico/Epidêmico;Piorou
2911709;Epidêmico;Epidêmico;Se manteve
2911808;Episódico/Epidêmico;Episódico;Melhorou
2911857;Episódico;Episódico;Se manteve
2911907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2912004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2912103;Epidêmico;Episódico/Epidêmico;Melhorou
2912202;Episódico;Episódico/Epidêmico;Piorou
2912301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2912400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2912509;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2912608;Episódico/Epidêmico;Episódico;Melhorou
2912707;Episódico;Episódico;Se manteve
2912806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2912905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2913002;Episódico;Episódico/Epidêmico;Piorou
2913101;Episódico;Episódico/Epidêmico;Piorou
2913200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2913309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2913408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2913457;Episódico/Epidêmico;Episódico;Melhorou
2913507;Episódico;Episódico/Epidêmico;Piorou
2913606;Epidêmico;Epidêmico;Se manteve
2913705;Episódico;Episódico/Epidêmico;Piorou
2913804;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2913903;Epidêmico;Epidêmico;Se manteve
2914000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2914109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2914208;Episódico;Episódico;Se manteve
2914307;Episódico;Episódico;Se manteve
2914406;Episódico;Episódico/Epidêmico;Piorou
2914505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2914604;Epidêmico;Epidêmico;Se manteve
2914653;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2914703;Epidêmico;Epidêmico;Se manteve
2914802;Epidêmico;Epidêmico;Se manteve
2914901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2915007;Episódico/Epidêmico;Episódico;Melhorou
2915106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2915205;Episódico/Epidêmico;Episódico;Melhorou
2915304;Episódico;Episódico;Se manteve
2915353;Episódico;Episódico/Epidêmico;Piorou
2915403;Episódico/Epidêmico;Episódico;Melhorou
2915502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2915601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2915700;Episódico;Episódico/Epidêmico;Piorou
2915809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2915908;Episódico;Episódico;Se manteve
2916005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2916104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2916203;Episódico/Epidêmico;Episódico;Melhorou
2916302;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2916401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2916500;Episódico;Episódico/Epidêmico;Piorou
2916609;Episódico;Episódico/Epidêmico;Piorou
2916708;Episódico;Episódico;Se manteve
2916807;Episódico;Episódico;Se manteve
2916856;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2916906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2917003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2917102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2917201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2917300;Episódico;Episódico/Epidêmico;Piorou
2917334;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2917359;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2917409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2917508;Epidêmico;Epidêmico;Se manteve
2917607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2917706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2917805;Episódico;Episódico;Se manteve
2917904;Episódico;Episódico;Se manteve
2918001;Epidêmico;Epidêmico;Se manteve
2918100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2918209;Episódico;Episódico;Se manteve
2918308;Episódico/Epidêmico;Episódico;Melhorou
2918357;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2918407;Epidêmico;Epidêmico;Se manteve
2918456;Episódico;Episódico;Se manteve
2918506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2918555;Episódico/Epidêmico;Episódico;Melhorou
2918605;Episódico;Episódico;Se manteve
2918704;Episódico/Epidêmico;Episódico;Melhorou
2918753;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2918803;Episódico/Epidêmico;Episódico;Melhorou
2918902;Episódico/Epidêmico;Episódico;Melhorou
2919009;Episódico/Epidêmico;Episódico;Melhorou
2919058;Episódico;Episódico/Epidêmico;Piorou
2919108;Episódico/Epidêmico;Episódico;Melhorou
2919157;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2919207;Epidêmico;Episódico/Epidêmico;Melhorou
2919306;Episódico;Episódico/Epidêmico;Piorou
2919405;Episódico;Episódico;Se manteve
2919504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2919553;Epidêmico;Epidêmico;Se manteve
2919603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2919702;Episódico/Epidêmico;Episódico;Melhorou
2919801;Episódico/Epidêmico;Epidêmico;Piorou
2919900;Episódico/Epidêmico;Episódico;Melhorou
2919926;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2919959;Episódico;Episódico;Se manteve
2920007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2920106;Epidêmico;Episódico/Epidêmico;Melhorou
2920205;Episódico;Episódico;Se manteve
2920304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2920403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2920452;Episódico;Episódico;Se manteve
2920502;Episódico/Epidêmico;Epidêmico;Piorou
2920601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2920700;Episódico;Episódico;Se manteve
2920809;Episódico/Epidêmico;Episódico;Melhorou
2920908;Episódico/Epidêmico;Episódico;Melhorou
2921005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2921054;Episódico;Episódico/Epidêmico;Piorou
2921104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2921203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2921302;Episódico/Epidêmico;Episódico;Melhorou
2921401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2921450;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2921500;Episódico/Epidêmico;Episódico;Melhorou
2921609;Episódico;Episódico/Epidêmico;Piorou
2921708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2921807;Episódico;Episódico;Se manteve
2921906;Episódico;Episódico;Se manteve
2922003;Epidêmico;Epidêmico;Se manteve
2922052;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2922102;Episódico/Epidêmico;Episódico;Melhorou
2922201;Episódico/Epidêmico;Episódico;Melhorou
2922250;Episódico;Episódico;Se manteve
2922300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2922409;Episódico/Epidêmico;Episódico;Melhorou
2922508;Episódico/Epidêmico;Episódico;Melhorou
2922607;Episódico/Epidêmico;Episódico;Melhorou
2922656;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2922706;Episódico;Episódico/Epidêmico;Piorou
2922730;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2922755;Episódico/Epidêmico;Episódico;Melhorou
2922805;Episódico;Episódico;Se manteve
2922854;Episódico/Epidêmico;Episódico;Melhorou
2922904;Episódico/Epidêmico;Episódico;Melhorou
2923001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2923035;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2923050;Episódico/Epidêmico;Episódico;Melhorou
2923100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2923209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2923308;Episódico;Episódico;Se manteve
2923357;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2923407;Episódico;Episódico/Epidêmico;Piorou
2923506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2923605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2923704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2923803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2923902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2924009;Epidêmico;Epidêmico;Se manteve
2924058;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2924108;Episódico;Episódico;Se manteve
2924207;Episódico/Epidêmico;Episódico;Melhorou
2924306;Episódico;Episódico;Se manteve
2924405;Episódico/Epidêmico;Episódico;Melhorou
2924504;Episódico;Episódico/Epidêmico;Piorou
2924603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2924652;Episódico/Epidêmico;Episódico;Melhorou
2924678;Episódico;Episódico;Se manteve
2924702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2924801;Episódico/Epidêmico;Episódico;Melhorou
2924900;Episódico/Epidêmico;Episódico;Melhorou
2925006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925253;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925303;Epidêmico;Epidêmico;Se manteve
2925402;Episódico;Episódico;Se manteve
2925501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925758;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925808;Episódico/Epidêmico;Episódico;Melhorou
2925907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925931;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2925956;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2926004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2926103;Episódico/Epidêmico;Episódico;Melhorou
2926202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2926301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2926400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2926509;Episódico/Epidêmico;Episódico;Melhorou
2926608;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2926657;Episódico;Episódico/Epidêmico;Piorou
2926707;Episódico;Episódico/Epidêmico;Piorou
2926806;Episódico/Epidêmico;Episódico;Melhorou
2926905;Episódico;Episódico/Epidêmico;Piorou
2927002;Episódico/Epidêmico;Epidêmico;Piorou
2927101;Episódico;Episódico;Se manteve
2927200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2927309;Episódico;Episódico;Se manteve
2927408;Epidêmico;Transmissão Persistente;Piorou
2927507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2927606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2927705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2927804;Episódico/Epidêmico;Episódico;Melhorou
2927903;Episódico;Episódico;Se manteve
2928000;Epidêmico;Episódico/Epidêmico;Melhorou
2928059;Episódico/Epidêmico;Episódico;Melhorou
2928109;Episódico/Epidêmico;Epidêmico;Piorou
2928208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2928307;Episódico;Episódico;Se manteve
2928406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2928505;Episódico/Epidêmico;Episódico;Melhorou
2928604;Episódico/Epidêmico;Episódico;Melhorou
2928703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2928802;Episódico/Epidêmico;Epidêmico;Piorou
2928901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2928950;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2929008;Episódico/Epidêmico;Episódico;Melhorou
2929057;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2929107;Episódico/Epidêmico;Episódico;Melhorou
2929206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2929255;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2929305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2929354;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2929370;Episódico/Epidêmico;Episódico;Melhorou
2929404;Episódico;Episódico;Se manteve
2929503;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2929602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2929701;Episódico;Episódico;Se manteve
2929750;Episódico;Episódico;Se manteve
2929800;Episódico/Epidêmico;Episódico;Melhorou
2929909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2930006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2930105;Epidêmico;Episódico/Epidêmico;Melhorou
2930154;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2930204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2930303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2930402;Episódico;Episódico;Se manteve
2930501;Epidêmico;Episódico/Epidêmico;Melhorou
2930600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2930709;Epidêmico;Epidêmico;Se manteve
2930758;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2930766;Episódico/Epidêmico;Episódico;Melhorou
2930774;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2930808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2930907;Episódico;Episódico;Se manteve
2931004;Episódico;Episódico/Epidêmico;Piorou
2931053;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2931103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2931202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
